"","Bearbeiter/in","Bogennummer_alph","Bogennummer_num","Bogennummer_ind","Digi_Index","Ort","Ort_Zusatz","Kreis","Provinz","tray"
"404","FS","W",30,"6","XXI_02_0029","Liensfeld","999","Eutin","Schleswig Holstein","I_6"
"405","FS","W",32,"5","XXI_02_0030","Rettin","Neustadt i. Holst.","Oldenburg","Schleswig-Holstein","I_6"
"406","FS","X",21,"12","XXI_02_0031","Farnewinkel","999","Süderdithmarschen","Schleswig-Holstein","I_6"
"407","FS","X",28,"1","XXI_02_0032","Bornhöved","999","Segeberg","Schleswig-Holstein","I_6"
"408","FS","Y",20,"4","XXI_02_0033","Kaiser Wilhelm Koog","999","Süderdithmarschen <Amtsbez. Kronprinzenkoog Schlesw.- Holst>","Schleswig-Holstein","I_7"
"409","FS","Y",21,"10","XXI_02_0034","Eddelak","999","Süderdithmarschen","Schleswig-Holstein","I_7"
"410","FS","Y",23,"14","XXI_02_0035","Wilster","999","Steinburg","Schlesw.-Holstein","I_7"
"411","FS","Y",26,"5","XXI_02_0036","Hitzhusen","999","Segeberg","Schlesw.-Holst.","I_7"
"412","FS","Y",31,"12","XXI_02_0037","Kreutzkamp","999","Eutin","Schleswig Holstein","I_29"
"413","FS","Z",17,"1","XXI_02_0038","Neuwerk","Insel  ","Cuxhaven","Hannover","I_7"
"414","FS","Z",28,"6","XXI_02_0039","Bebensee","999","Seheberg","Schleswig-Holstein","I_7"
"415","FS","Z",30,"2","XXI_02_0040","Mönkhagen","999","Stormarn","Schlesw. Holstein","I_30"
"416","FS","a",13,"1","XXI_02_0041","Spiekeroog","999","Wittmund","Hannover","I_8"
"417","FS","a",20,"2","XXI_02_0042","Otterdorf","999","Land Hadeln","Hannover","I_8"
"418","FS","a",22,"9","XXI_02_0043","Hasenfleth","999","Land Hadeln","Hannover","I_8"
"419","FS","a",23,"8","XXI_02_0044","Strohdeich","999","Steinburg","Schlesw.-Holstein","I_8"
"420","FS","a",26,"4","XXI_02_0045","Hemdingen","999","Pinneberg","Schleswig-Holstein","I_8"
"421","FS","b",9,"1","XXI_02_0046","Nordseebad Norderney","999","Norden","Hannover","I_9"
"422","FS","b",11,"2","XXI_02_0047","Langeoog","999","Wittmund","Hannover","I_9"
"423","FS","b",18,"9","XXI_02_0048","Misselwarden","999","Wesermünde","Hannover","I_9"
"424","FS","b",28,"1","XXI_02_0049","Jersbeck","999","Stormarn","Schl-Holstein","I_9"
"425","FS","b",30,"1","XXI_02_0050","Siebenbäumen","999","Herzogtum Lauenburg","Schleswig-Holstein","I_32"
"426","FS","c",10,"8","XXI_02_0051","Norden","999","Norden","999","I_10"
"427","FS","c",11,"1","XXI_02_0052","Nesse","999","Norden","[H]annover {stehen tut da eher Aannover}","I_10"
"428","FS","c",19,"7","XXI_02_0053","Alfstedt","999","Wesermünde","Hannover","I_10"
"429","FS","c",22,"14","XXI_02_0054","Brobergen","999","Stade","Hannover","I_10"
"430","FS","c",23,"10","XXI_02_0055","Stade-Campe","999","Stade","Hannover","I_10"
"431","FS","c <rote 199 davor>",26,"7","XXI_02_0056","Hamburg Eidelstedt","999","Hamburg 7.","–","999"
"432","FS","c",27,"9","XXI_02_0057","Hamburg-Rahlstedt","999","10.","<früher Holstein>","I_10"
"433","FS","c",31,"7","XXI_02_0058","Hollenbek","999","Herz. Lauenburg","Schleswig-Holstein","I_32"
"434","FS","d",13,"3","XXI_02_0059","Wittmund","999","Wittmund","Hannover","I_11"
"435","FS","d",15,"2","XXI_02_0060","Kniphausersiel {auf 4. Seite <aufgehoben> }","999","Wilhelmshaven","Land Oldenburg","I_11"
"436","FS","d",17,"3","XXI_02_0061","Tettens","über Nordenham","Wesermarsch","Oldenburg","I_11"
"437","FS","d",30,"2","XXI_02_0062","Talkau","999","Hrzgt. Lauenburg","Schleswig Holstein","I_33"
"438","FS","e",9,"5","XXI_02_0063","Uttum","999","Norden","Hannover","I_12"
"439","FS","e",19,"7","XXI_02_0064","Beverstedt","999","Wesermünde","Hannover","I_12"
"440","FS","e",22,"5","XXI_02_0065","Plönjeshausen","999","Bremervörde <Regbz. Stade>","Hannover","I_12"
"441","FS","f",12,"4","XXI_02_0066","Spetzerfehn","999","Aurich","Hannover","I_13"
"442","FS","f",13,"1","XXI_02_0067","Bentstreek","999","Wittmund","Hannover","I_13"
"443","FS","f",15,"5","XXI_02_0068","Obenstrohe","999","Friesland","Oldenburg","I_13"
"444","FS","f",17,"6","XXI_02_0069","Alse","999","Wesermarsch","Oldenburg","I_13"
"445","FS","f",24,"4","XXI_02_0070","Regesbostel","999","Harburg","Hannover","I_13"
"446","FS","f",26,"1","XXI_02_0071","Westerhof","999","Harburg","Hannover","I_13"
"447","FS","f <lilane 291 davor>",28,"1","XXI_02_0072","Zollenspieker","Homburg Kirch[w]ä[r]der 2","Hombrg Kreis 9","–","999"
"448","FS","f",30,"1","XXI_02_0073","Juliusburg","999","Lauenburg","Schleswig-Holstein","I_34"
"449","FS","g",23,"7","XXI_02_0074","Hamersen","999","Bremervörde  ","Hannover","I_14"
"450","FS","h",12,"1","XXI_02_0075","Logabirum¯","999","Leer","Hannover","I_15"
"451","FS","h",14,"1","XXI_02_0076","Westerloy","999","Ammerland","Oldenburg","I_15"
"452","FS","h",16,"1","XXI_02_0077","Rastede","999","Ammerland Gau Weser-Ems","Oldenburg","I_15"
"453","FS","h",17,"2","XXI_02_0078","Elsfleth","a. W.","Wesermarsch","Freistaat Oldenburg","I_15"
"454","FS","h",19,"1","XXI_02_0079","Scharmbeckstotel","999","Osterholz","Hannover","I_15"
"455","FS","h",21,"1","XXI_02_0080","Kirchtimke","999","Bremervörde <Reg. Bez. Stade>","Hannover","I_15"
"456","FS","h",25,"3","XXI_02_0081","Handeloh","999","Harburg","Hannover","I_15"
"457","FS","h",27,"5","XXI_02_0082","Egestorf","999","Harburg <Reg. Bez.Lüneburg>","Hannover","I_15"
"458","FS","h",29,"5","XXI_02_0083","Wendisch Evern","999","Lüneburg","Hannover","I_35"
"459","FS","h",31,"2","XXI_02_0084","Barskamp","999","Lüneburg","Hannover","I_35"
"460","FS","i",12,"1","XXI_02_0085","Glansdorf","999","Leer i/Ostfriesland","Hannover","I_16"
"461","FS","i",15,"2","XXI_02_0086","Achtanm[e]r","999","über Oldenburg Post Westerholt","Oldenburg","I_16"
"462","FS","i",22,"5","XXI_02_0087","Stuckenborstel","999","Rotenburg","Hannover","I_16"
"463","FS","i",23,"5","XXI_02_0088","Hemsbünde","999","Rotenburg Hann","Hannover","I_16"
"464","FS","i",30,"4","XXI_02_0089","Jelmstorf","999","Uelzen","Hannover","I_35"
"465","FS","k",10,"2","XXI_02_0090","Aschendorf","Ems","Aschendorf-Hümmling","Hannover","I_17"
"466","FS","k",18,"9","XXI_02_0091","Ganderkesee","999","Oldenburg","999","I_17"
"467","FS","k",20,"2","XXI_02_0092","Habenhausen","a/Bremen","Bremen Landgebiet","Land Bremen","I_17"
"468","FS","k",25,"1","XXI_02_0093","Schwalingen","999","Soltau","Hannover","I_17"
"469","FS","k",28,"1","XXI_02_0094","Lopau","999","Uelzen <Reg- Bez. Lüneburg>","Hannover","I_17"
"470","FS","k",31,"2","XXI_02_0095","Stoelze","999","Uelzen","Hannover","I_36"
"471","FS","k",33,"5","XXI_02_0096","Wibbese","999","Danneberg","Hannover","I_36"
"472","FS","l",25,"5","XXI_02_0097","Fuhrhop","999","Fallingborstel","Hannover","I_18"
"473","FS","l",31,"5","XXI_02_0098","Dalldorf","999","Uelzen","Hannover","I_36"
"474","FS","l",33,"[8] {könnte auch eine hässliche 5 sein}","XXI_02_0099","Wustrow","999","Dammeberg","Hannover","I_36"
"475","FS","m",10,"1","XXI_02_0100","Neusustrum","über Lathen Ems","Aschendorf-Hümmling","Hannover","I_19"
"476","FS","m",12,"1","XXI_02_0101","Börger","999","Aschendorf-Hümmling","Hannover","I_19"
"477","FS","m",13,"1","XXI_02_0102","Neumarkhausen","999","Cloppenburg","Oldenburg","I_19"
"478","FS","m",16,"1","XXI_02_0103","Lethe","999","Oldenburg-Land","Land Oldenburg","I_19"
"479","FS","m",18,"2","XXI_02_0104","Harpstedt","999","Grafschaft Hoya {auf der 1. Seite steht Diepholz}","Hannover","I_19"
"480","FS","m",20,"1","XXI_02_0105","Syke","999","Grafschaft Hoya  ","Hannover","I_19"
"481","FS","m",21,"3","XXI_02_0106","Oiste","999","Verden","Hannover","I_19"
"482","FS","m",23,"4","XXI_02_0107","Idsingen","999","Fallingborstel","Hannover","I_19"
"483","FS","m",27,"2","XXI_02_0108","Poitzen","999","Celle","Hannover","I_19"
"484","FS","m",29,"1","XXI_02_0109","Holxen","999","Uelzen","Hannover","I_37"
"485","FS","n",11,"2","XXI_02_0110","Kl.-Berssen","999","Meppen","Hannover","I_20"
"486","FS","n",13,"6","XXI_02_0111","Benstrup","999","Cloppenburg","Land: Oldenburg","I_20"
"487","FS","n",16,"4","XXI_02_0112","Schwichteler","Gem. Cappeln","Cloppenburg","Oldenburg","I_20"
"488","FS","n",18,"4","XXI_02_0113","Bockstedt","999","Grafschaft Diepholz","Hannover","I_20"
"489","FS","o",10,"2","XXI_02_0114","Versen","999","Meppen","Hannover","I_21"
"490","FS","o",19,"2","XXI_02_0115","Schwaförden","999","Grafsch. Diepholz","Hannover","I_21"
"491","FS","o",22,"1","XXI_02_0116","Balge","999","Nienburg/Weser","Hannover","I_21"
"492","FS","o",24,"11","XXI_02_0117","Hademstorf","999","Fallingborstel","Hannover","I_21"
"493","FS","o",26,"1","XXI_02_0118","Meißendorf","999","Celle <Rgbz. Lüneburg>","Hannover","I_21"
"494","FS","o",27,"2","XXI_02_0119","Scheuen","999","Celle","Hannover","I_21"
"495","FS","o",29,"2","XXI_02_0120","Bargfeld <Schulort Eldingen> {nur Bargfeld auf der 1. Seite, auf 4.: {Schulort} Eldingen, <Ort> Bargfeld}","999","Celle","Hannover","I_38"
"496","FS","p",7,"3","XXI_02_0121","Echtelerfeld","999","Bentheim","Hannover","I_22"
"497","FS","p",11,"6","XXI_02_0122","Gross-Bawinkel","999","Lingen","Hannover","I_22"
"498","FS","p",13,"6","XXI_02_0123","Hekese","999","Belsenbrück {steht nicht auf der 4. seite im Feld, nur vorn}","Hannover","I_22"
"499","FS","p",15,"6","XXI_02_0124","Grönloh","999","Bersenbrück","Hannover","I_22"
"500","FS","p",17,"5","XXI_02_0125","Rehden","999","Grafsch. Diepholz","Hannover","I_22"
"501","FS","p",19,"3","XXI_02_0126","Scherringhausen","999","Nienburg/Weser","Hannover","I_22"
"502","FS","p",21,"9","XXI_02_0127","Leeseringen","999","Nienburg-Weser","Hannover","I_22"
"503","FS","p",23,"11","XXI_02_0128","Bühren","999","Neustadt a/[Rbge}","Hannover","I_22"
"504","FS","q",9,"5","XXI_02_0129","Wietmarschen","999","Bentheim","Hannover","I_23"
"505","FS","q",26,"1","XXI_02_0130","Fuhrberg","999","Burgdorf","Hannover","I_23"
"506","FS","q",28,"1","XXI_02_0131","Wienhausen","999","Celle","Hannover","I_23"
"507","FS","q",30,"2","XXI_02_0132","Kästorf","999","Gifhorn","Hannover","I_39"
"508","FS","q",32,"1","XXI_02_0133","Bergfeld","999","Helmstadt","Land Braunschweig","I_39"
"509","FS","r",11,"7","XXI_02_0134","Beesten","999","Lingen","Hannover","I_24"
"510","FS","r",14,"7","XXI_02_0135","Neuenkirchen","999","Bersenbrück","Hannover","I_24"
"511","FS","r",17,"9","XXI_02_0136","Wehdem","999","L[ü]bbecke","Westfalen","I_24"
"512","FS","r",20,"10","XXI_02_0137","Schamerloh","999","Nienburg a/W","Hannover","I_24"
"513","FS","r",22,"5","XXI_02_0138","Münchehagen","999","Nienburg-[Ki]eser","Hannover","I_24"
"514","FS","r",23,"8","XXI_02_0139","Luthe","999","Neustadt a/Rbge Hannover","Hannover Preußen","I_24"
"515","FS","r",25,"7","XXI_02_0140","Hannover-Bothfeld","999","Hannover","Hannover","I_24"
"516","FS","s",10,"1","XXI_02_0141","Engden","999","Bentheim","Hannover","I_25"
"517","FS","s",16,"1","XXI_02_0142","Niewedde","999","Wittlage","Hannover","I_25"
"518","FS","s",28,"1","XXI_02_0143","Dollbergen","999","Burgdorf","Hannover","I_25"
"519","FS","s",32,"1","XXI_02_0144","Hehlingen","999","Gifhorn {nur auf seite 1, auf seite 4: Grenze zwischen Altmark + Heide}","Hannover <kürzlich zu> Hannover, <vorher Prov.> Sachsen","I_40"
"520","FS","s",30,"2","XXI_02_0145","Meine","999","Gifhorn","Hannover","I_40"
"521","FS","b''",34,"1","XXI_03_0001","Mittenwald","999","Garmisch-Partenkirchen","Oberbayern","III_56"
"522","FS","g'",13,"3","XXI_03_0002","Dahn","999","Pirmasens","Westmark","III_3"
"523","FS","g'",16,"11","XXI_03_0003","Neupotz","Saarpfalz","Germersheim","Saarpfalz","III_3"
"524","FS","g'",22,"6","XXI_03_0004","Talheim","999","Heilbron¯","Württembg.","III_20"
"525","FS","g'",23,"15","XXI_03_0005","Finsterrot","999","Schwäb. Hall","Land: Württemberg","III_20"
"526","FS","g'",26,"8","XXI_03_0006","Vellberg","999","Hall {auf der 1. Seite: Schwäbisch-Hall}","Gau Württemberg","III_20"
"527","FS","g'",30,"4","XXI_03_0007","Ehingen","999","Dinkelsbühl","Mittelfranken","III_41"
"528","FS","g'",43,"7","XXI_03_0008","Prackenbach","999","Viechtach","Niederbayern","VI_1"
"529","FS","h'",28,"10","XXI_03_0009","Dinkelsbühl","999","Dinkelsbühl","Bayern, Gau Franken","III_21"
"530","FS","h'",31,"5","XXI_03_0010","Sammenheim","999","Gunzenhausen","Mittelfranken","III_42"
"531","FS","h'",34,"2","XXI_03_0011","Ruppmannsburg","999","Hilpoltstein","Mittelfranken","III_42"
"532","FS","h'",36,"3","XXI_03_0012","Dietfurt","999","Oberpfalz","999","III_42"
"533","FS","h'",38,"2","XXI_03_0013","Pielenhofen","999","Regensburg","Oberpfalz b. Ostmark","III_42"
"534","FS","h'",40,"1","XXI_03_0014","Wenzenbach","999","Niederb[ä]yern Oberpfalz","<Umgeburg von> Regensburg <12 km nördlich v. Rgbg.>","III_42"
"535","FS","h'",41,"4","XXI_03_0015","Rettenbach","999","Oberpf.","Bayern  ","III_42"
"536","FS","h'",45,"2","XXI_03_0016","Bodenmais","999","Regen  ","Niederbayern","VI_1"
"537","FS","i'",24,"9","XXI_03_0017","Oberweissach","999","Backnang","Land Württemberg","III_22"
"538","FS","i'",26,"7","XXI_03_0018","Untergröningen","999","Schw. Gmünd","Württemberg","III_22"
"539","FS","i'",28,"3","XXI_03_0019","Killingen","999","[A]alen","Württemberg","III_22"
"540","FS","i'",29,"14","XXI_03_0020","Maihingen","999","Nördlingen","Schwaben","III_43"
"541","FS","i'",35,"7","XXI_03_0021","Zandt","999","Eichstätt {steht auf seite 4 nicht an richtiger stelle, aber auf seite 1 eindeutig}","Mittelfranken","III_43"
"542","FS","i'",38,"2","XXI_03_0022","Kelheim","999","Kelheim","Altbayern","III_43"
"543","FS","i'",39,"13","XXI_03_0023","Thalmassing","999","Regensburg","[Nie?????] Oberpfalz  ","III_43"
"544","FS","i'",42,"7","XXI_03_0024","Niederm[o]tzing","999","Niederbayern","Straubing-Land","III_43"
"545","FS","k'",20,"2","XXI_03_0025","Pinache","999","Vaihingen/Enz","Württemberg","III_23"
"546","FS","k'",22,"3","XXI_03_0026","Eglosheim","999","Ludwigsburg","Württemberg","III_23"
"547","FS","k'",32,"1","XXI_03_0027","Gundelsheim","999","Donauwörth","999","III_44"
"548","FS","k'",33,"7","XXI_03_0028","Obereichstätt","999","Eichstätt U. Fr.","Bayern","III_44"
"549","FS","k'",44,"1","XXI_03_0029","Aschenau","999","Deggendorf","Bay.-Ostmark","VI_2"
"550","FS","k'",46,"1","XXI_03_0030","Kirchberg","999","Regen","Bayrischer Wald","VI_2"
"551","FS","k'",47,"5","XXI_03_0031","Neuschönau","999","Segen-Grafenau","Bayer. Ostmark","VI_2"
"552","FS","l'",23,"17","XXI_03_0032","Thomashardt","999","Eßlingen","Württemberg","III_24"
"553","FS","l'",25,"13","XXI_03_0033","Waldstetten","999","Gmünd","Württemberg","III_24"
"554","FS","l'",27,"4","XXI_03_0034","Ochsenberg","999","Heidenheim Br.","Württemberg","III_24"
"555","FS","l'",29,"12","XXI_03_0035","Bollstadt","999","Nördlingen","Bayern","III_45"
"556","FS","l'",32,"7","XXI_03_0036","Hafenreut","999","Donauwörth","Schwaben","III_45"
"557","FS","l'",34,"10","XXI_03_0037","Unterstall","999","Neuburg a. D.","Schwaben","III_45"
"558","FS","l'",35,"9","XXI_03_0038","Feldkirchen","b. Ingolst./Donau","Ingolstadt-München","Oberbayern","III_45"
"559","FS","l'",38,"4","XXI_03_0039","Siegenburg","999","Kelheim","Niederbayern","III_45"
"560","FS","l'",40,"6","XXI_03_0040","Oberlindhart","999","Mallersdorf","Reg. Bez. Nied[l].-Oberpf","III_45"
"561","FS","l'",41,"10","XXI_03_0041","Buchhausen","999","Dingolfing","Bayrische Ostmark","III_45"
"562","FS","l'",43,"8","XXI_03_0042","Otzing","999","Deggendorf Niederbayern","Niederb[yer]","VI_3"
"563","FS","l'",46,"5","XXI_03_0043","Ranfels","999","Regen-Grafenau","Niederbayern","VI_3"
"564","FS","m'",18,"1","XXI_03_0044","wildbad","i. Schw.","Calw","Württemberg","III_25"
"565","FS","m'",22,"16","XXI_03_0045","Degerloch {Stuttgart Degerloch auf seite 4}","999","Stuttgart","Württemberg","III_25"
"566","FS","m'",47,"3","XXI_03_0046","Atzeldorf","999","Wolfstein","Hinderbayern","VI_3"
"567","FS","m'",49,"5","XXI_03_0047","Lackenhäuser","999","Kreis Wolfstein <Lackenhüuser Post: Klafferstraß/Ndb. Über Passau>","Niederbayern","VI_3"
"568","FS","n'",27,"1","XXI_03_0048","Dettingen","a. A.","Heidenheim  ","Württemberg","III_26"
"569","FS","n'",31,"8","XXI_03_0049","Blankenburg","999","Landkreis Wertingen [steht bei Provinz}","Gau Schwaben {steht bei Kreis}","III_47"
"570","FS","n'",33,"3","XXI_03_0050","Pöttmes","999","Aichach","999","III_47"
"571","FS","n'",35,"6","XXI_03_0051","Hohenwart","999","Schrobenhausen","Oberbayern","III_47"
"572","FS","n'",41,"8","XXI_03_0052","Weigendorf","999","Dingolfing <Isarhöhen rechts der Isar>",NA,"III_47"
"573","FS","n'",43,"4","XXI_03_0053","Indersbach","999","Landar a/Isar","999","VI_4"
"574","FS","n'",45,"9","XXI_03_0054","Aunkirchen","999","Vilshafen","Ndb.","VI_4"
"575","FS","o'",18,"3","XXI_03_0055","Grönbach-Garrweiler {auf Seite 1 nur Garrweiler}","999","Freudenstadt","Gau Württemberg-Hohenzollern","III_27"
"576","FS","o'",20,"2","XXI_03_0056","Wurmlingen","999","Tübingen","Württemberg","III_27"
"577","FS","o'",22,"8","XXI_03_0057","Pliezhausen","999","Tübingen Würt[l]emberg","Würt[l]emberg","III_27"
"578","FS","o'",24,"3","XXI_03_0058","Donnstetten","999","Münsingen","Württemberg","III_27"
"579","FS","o'",26,"14","XXI_03_0059","Amstetten","999","Alm","Württemberg","III_27"
"580","FS","o'",29,"4","XXI_03_0060","Lauingen","Donau {Knabenschule}","Dillingen Donau","Schwaben Bayern","III_48"
"581","FS","o'",37,"5","XXI_03_0061","Tegernbach","999","Mainburg","Ni[eder]bayern-Oberpfalz","III_48"
"582","FS","o'",40,"6","XXI_03_0062","Ergolding","999","Niederbayern","Bayern","III_48"
"583","FS","o'",47,"6","XXI_03_0063","Neukirchen","Inn","Passau","Bay Ostmark","VI_4"
"584","FS","p'",25,"8","XXI_03_0064","Sonderbuch","999","Ulm/Donau","Württemberg","III_28"
"585","FS","p'",27,"9","XXI_03_0065","Ober- u. Unterfahlheim{auf seite 1 nur Oberfahlheim}","999","Schwaben Bayern","999 {Bayern könnte man auch hier rei setzten}","III_28"
"586","FS","p'",29,"8","XXI_03_0066","Röfingen","999","Gönzburg","Schwaben","III_49"
"587","FS","p'",34,"6","XXI_03_0067","Obermauerbach","999","Aichach","Oberbayern","III_49"
"588","FS","p'",36,"6","XXI_03_0068","Hohenkammer","999","Freising","Ober[b].","III_49"
"589","FS","p'",40,"3","XXI_03_0069","Baierbach <Post: Neufraunhofen>","999","Vilsbiburg","Niederbayern","III_49"
"590","FS","p'",42,"3","XXI_03_0070","Reicheneibach","999","Landkreis Eggenfelden","Niederbayern","III_49"
"591","FS","q'",20,"2","XXI_03_0071","Höfendorf","999","Hechingen","Hohenzollern","III_29"
"592","FS","q'",22,"7","XXI_03_0072","Genkingen","Kr. Reutlingen","Reutlingen","Württemberg","III_29"
